domain,id,gold_sql
04_mining_company,97,"SELECT plant_name, mine_id, process_type FROM processing_plants WHERE status = 'operational';"
04_mining_company,98,"SELECT EXTRACT(QUARTER FROM extraction_date) as quarter, SUM(ore_tonnes) FROM extraction_records WHERE EXTRACT(YEAR FROM extraction_date) = 2024 GROUP BY EXTRACT(QUARTER FROM extraction_date);"
04_mining_company,99,"SELECT mt.mineral_name, SUM(sc.quantity_tonnes * sc.price_per_tonne) FROM sales_contracts sc JOIN mineral_types mt ON sc.mineral_type_id = mt.mineral_type_id WHERE sc.status = 'active' GROUP BY mt.mineral_type_id;"
04_mining_company,100,"SELECT m.mine_name, SUM(oc.amount) FROM operating_costs oc JOIN mines m ON oc.mine_id = m.mine_id WHERE EXTRACT(YEAR FROM oc.cost_date) = 2024 GROUP BY m.mine_id ORDER BY SUM(oc.amount) DESC LIMIT 5;"
05_oil_company,2,SELECT SUM(oil_bbl) FROM production_records WHERE EXTRACT(YEAR FROM record_date) = 2023;
05_oil_company,3,"SELECT f.field_name, SUM(fp.oil_bbl) FROM field_production fp JOIN fields f ON fp.field_id = f.field_id WHERE EXTRACT(YEAR FROM fp.record_date) = 2024 GROUP BY f.field_id ORDER BY SUM(fp.oil_bbl) DESC LIMIT 5;"
05_oil_company,4,SELECT COUNT(*) FROM platforms WHERE platform_type = 'FPSO';
05_oil_company,5,"SELECT well_name, status, depth_m FROM wells WHERE field_id = 1;"
05_oil_company,6,"SELECT w.well_name, AVG(pr.oil_bbl) FROM production_records pr JOIN wells w ON pr.well_id = w.well_id WHERE EXTRACT(YEAR FROM pr.record_date) = 2024 GROUP BY w.well_id;"
05_oil_company,7,"SELECT COUNT(*), SUM(volume_bbl) FROM liftings WHERE EXTRACT(YEAR FROM lifting_date) = 2023;"
05_oil_company,10,"SELECT campaign_name, field_id, start_date, budget_usd FROM drilling_campaigns WHERE status = 'in_progress';"
05_oil_company,11,"SELECT field_name, status, estimated_reserves_mboe FROM fields WHERE region_id = 1;"
05_oil_company,14,"SELECT pipeline_name, capacity_bopd, length_km FROM pipelines WHERE capacity_bopd > 100000;"
05_oil_company,15,"SELECT tank_name, current_level_bbl, capacity_bbl, (current_level_bbl/capacity_bbl*100) as fill_percent FROM storage_tanks WHERE status = 'active';"
05_oil_company,16,"SELECT EXTRACT(MONTH FROM record_date) as month, SUM(oil_bbl), SUM(gas_mcf) FROM production_records WHERE EXTRACT(YEAR FROM record_date) = 2024 GROUP BY EXTRACT(MONTH FROM record_date);"
05_oil_company,17,"SELECT well_name, depth_m, field_id FROM wells WHERE depth_m > 3000;"
05_oil_company,18,"SELECT buyer_name, contract_type FROM buyers WHERE country = 'Китай';"
05_oil_company,19,"SELECT COUNT(*), SUM(cost_usd) FROM drilling_operations WHERE EXTRACT(YEAR FROM operation_date) = 2023;"
05_oil_company,20,SELECT AVG(price_per_bbl) FROM liftings WHERE EXTRACT(YEAR FROM lifting_date) = 2024;
05_oil_company,21,"SELECT platform_name, field_id, capacity_bopd FROM platforms WHERE platform_type = 'onshore';"
05_oil_company,23,"SELECT well_name, field_id, depth_m FROM wells WHERE status = 'shut_in';"
05_oil_company,25,"SELECT r.region_name, COUNT(f.field_id) FROM regions r LEFT JOIN fields f ON r.region_id = f.region_id GROUP BY r.region_id;"
05_oil_company,27,"SELECT incident_date, field_id, platform_id, severity FROM safety_incidents WHERE incident_type = 'spill';"
05_oil_company,31,"SELECT w.well_name, SUM(pr.downtime_hours) FROM production_records pr JOIN wells w ON pr.well_id = w.well_id WHERE EXTRACT(YEAR FROM pr.record_date) = 2024 AND pr.downtime_hours > 0 GROUP BY w.well_id;"
05_oil_company,32,"SELECT field_name, water_depth_m, status FROM fields WHERE water_depth_m > 100;"
05_oil_company,40,"SELECT f.field_name, COUNT(e.employee_id) FROM employees e JOIN fields f ON e.field_id = f.field_id GROUP BY f.field_id;"
05_oil_company,43,"SELECT incident_type, COUNT(*), SUM(lost_time_days) FROM safety_incidents WHERE EXTRACT(YEAR FROM incident_date) = 2024 GROUP BY incident_type;"
05_oil_company,45,"SELECT contract_number, volume_bbl, price_per_bbl FROM sales_contracts WHERE product_type = 'crude';"
05_oil_company,46,"SELECT well_name, spud_date, completion_date FROM wells WHERE EXTRACT(YEAR FROM spud_date) = 2022;"
05_oil_company,47,"SELECT w.well_name, SUM(oc.amount_usd) FROM operating_costs oc JOIN wells w ON oc.well_id = w.well_id WHERE EXTRACT(YEAR FROM oc.cost_date) = 2023 GROUP BY w.well_id;"
05_oil_company,48,"SELECT tank_name, current_level_bbl, capacity_bbl FROM storage_tanks WHERE (current_level_bbl/capacity_bbl) > 0.8;"
05_oil_company,51,"SELECT w.well_name, w.status FROM platform_wells pw JOIN wells w ON pw.well_id = w.well_id WHERE pw.platform_id = 1;"
05_oil_company,52,SELECT AVG(temperature_c) FROM reservoir_data WHERE temperature_c IS NOT NULL;
05_oil_company,53,"SELECT incident_date, field_id, lost_time_days FROM safety_incidents WHERE incident_type = 'LTI';"
05_oil_company,55,"SELECT field_name, estimated_reserves_mboe, status FROM fields WHERE estimated_reserves_mboe > 1000;"
05_oil_company,56,SELECT SUM(amount_usd) FROM operating_costs WHERE cost_category = 'chemicals' AND EXTRACT(YEAR FROM cost_date) = 2024;
05_oil_company,63,"SELECT p.pipeline_name, f.field_name FROM pipelines p JOIN fields f ON p.origin_field_id = f.field_id;"
05_oil_company,65,"SELECT f.field_name, AVG(w.depth_m) FROM wells w JOIN fields f ON w.field_id = f.field_id WHERE w.depth_m IS NOT NULL GROUP BY f.field_id;"
05_oil_company,68,"SELECT tank_name, capacity_bbl, current_level_bbl FROM storage_tanks WHERE product_type = 'crude';"
05_oil_company,69,"SELECT f.field_name, SUM(oc.amount_usd) FROM operating_costs oc JOIN fields f ON oc.field_id = f.field_id WHERE oc.cost_category = 'labor' AND EXTRACT(YEAR FROM oc.cost_date) = 2024 GROUP BY f.field_id;"
05_oil_company,70,"SELECT well_name, spud_date, completion_date, (completion_date - spud_date) as drilling_days FROM wells WHERE completion_date IS NOT NULL;"
05_oil_company,71,"SELECT r.region_name, COUNT(f.field_id), SUM(f.estimated_reserves_mboe) FROM regions r LEFT JOIN fields f ON r.region_id = f.region_id GROUP BY r.region_id;"
05_oil_company,72,"SELECT incident_date, field_id, severity FROM safety_incidents WHERE incident_type = 'near_miss';"
05_oil_company,73,"SELECT contract_number, delivery_point, volume_bbl FROM sales_contracts WHERE delivery_point IS NOT NULL;"
05_oil_company,75,"SELECT platform_name, platform_type, field_id FROM platforms WHERE platform_type IN ('offshore_fixed', 'FPSO', 'jackup', 'semisub');"
05_oil_company,79,"SELECT contract_number, start_date, end_date, volume_bbl FROM sales_contracts WHERE EXTRACT(YEAR FROM start_date) = 2024 OR EXTRACT(YEAR FROM end_date) = 2024;"
05_oil_company,83,"SELECT field_name, discovery_date, estimated_reserves_mboe FROM fields WHERE EXTRACT(YEAR FROM discovery_date) = 2020;"
05_oil_company,85,"SELECT well_name, field_id FROM wells WHERE status = 'drilling';"
05_oil_company,89,"SELECT p.platform_name, SUM(pr.oil_bbl) FROM production_records pr JOIN wells w ON pr.well_id = w.well_id JOIN platform_wells pw ON w.well_id = pw.well_id JOIN platforms p ON pw.platform_id = p.platform_id GROUP BY p.platform_id;"
05_oil_company,91,"SELECT region_name, basin_name, country FROM regions WHERE basin_name IS NOT NULL;"
05_oil_company,92,"SELECT well_name, latitude, longitude, field_id FROM wells WHERE latitude IS NOT NULL;"
05_oil_company,93,SELECT SUM(amount_usd) FROM operating_costs WHERE cost_category = 'overhead' AND EXTRACT(YEAR FROM cost_date) = 2024;
05_oil_company,97,"SELECT pipeline_name, diameter_mm, length_km FROM pipelines WHERE diameter_mm > 500;"
05_oil_company,100,"SELECT f.field_name, oc.cost_category, SUM(oc.amount_usd) FROM operating_costs oc JOIN fields f ON oc.field_id = f.field_id WHERE EXTRACT(YEAR FROM oc.cost_date) = 2023 GROUP BY f.field_id, oc.cost_category;"
